City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,belmonte,-15.8631,-38.8828,27.44,63,39,3.87,BR,1730316214
279,selfoss,63.9331,-20.9971,3.36,81,100,2.77,IS,1730316215
280,krasnovishersk,60.4078,57.082,1.59,95,100,3.91,RU,1730316216
281,goondiwindi,-28.55,150.3167,17.63,67,0,3.45,AU,1730316217
282,kibiti,-7.7218,38.9375,24.3,88,76,2.91,TZ,1730316218
283,susuman,62.7833,148.1667,-16.81,95,100,2.06,RU,1730316219
284,tura,25.5198,90.2201,22.73,81,87,1.06,IN,1730316220
285,sahar,24.3643,56.7468,28.6,47,0,1.55,OM,1730316221
286,hadibu,12.65,54.0333,26.2,66,3,2.54,YE,1730316223
287,aitape,-3.1374,142.3475,25.59,90,63,1.66,PG,1730316224
288,waldheim,51.0667,13.0167,12.76,92,100,1.43,DE,1730316225
289,isetskoye,56.4858,65.3226,0.21,88,100,2.98,RU,1730316227
290,santa elena de uairen,4.6167,-61.1333,29.35,35,96,4.06,VE,1730316228
291,tual,-5.6667,132.75,28.27,80,97,3.49,ID,1730316230
292,portland,45.5234,-122.6762,9.47,91,100,5.66,US,1730316109
293,lukolela,-1.0605,17.1821,24.45,81,100,0.51,CD,1730316232
294,piti village,13.4626,144.6933,26.05,86,3,5.61,GU,1730316233
295,jaleshwar,26.6471,85.8008,24.16,67,3,0.68,NP,1730316235
296,weno,7.4515,151.8468,27.97,83,75,3.09,FM,1730316236
297,maragogi,-9.0122,-35.2225,26.64,59,0,5.14,BR,1730316237
298,mangrol,21.1167,70.1167,27.83,61,0,2.31,IN,1730316239
299,inhambane,-23.865,35.3833,22.79,85,33,6.65,MZ,1730316240
300,gaiman,-43.2897,-65.4929,20.11,38,100,6.38,AR,1730316241
301,manta,-0.95,-80.7333,27.88,65,20,6.69,EC,1730316203
302,alamogordo,32.8995,-105.9603,19.64,21,0,8.75,US,1730316243
303,yarmouth,41.7057,-70.2286,18.67,82,0,4.63,US,1730316245
304,haiku-pauwela,20.9219,-156.3051,26.01,79,40,14.31,US,1730316246
305,cabo san lucas,22.8909,-109.9124,32.09,44,0,3.09,MX,1730316142
306,kalaoa,19.7286,-155.9817,24.68,77,40,2.57,US,1730316249
307,parry sound,45.3501,-80.033,21.03,64,100,6.57,CA,1730316250
308,nagqu,31.5,92.0,-0.62,25,40,1.2,CN,1730316251
309,amuntai,-2.4177,115.2494,24.23,94,100,0.48,ID,1730316252
310,daru,-9.0763,143.2092,26.13,87,100,7.05,PG,1730316253
311,chibougamau,49.9168,-74.3659,13.79,94,100,6.69,CA,1730316254
312,floro,61.5996,5.0328,8.98,81,75,4.63,NO,1730316255
313,zapolyarnyy,69.4154,30.8136,-0.76,95,99,7.42,RU,1730316257
314,island harbour,50.724,-1.2758,12.78,69,0,0.89,GB,1730316258
315,kuala terengganu,5.3302,103.1408,25.97,89,20,1.54,MY,1730316259
316,geraldton,-28.7667,114.6,15.23,88,0,3.6,AU,1730316260
317,arraial do cabo,-22.9661,-42.0278,24.98,65,75,5.66,BR,1730316261
318,karamay,45.6004,84.8661,6.46,68,100,0.52,CN,1730316262
319,pontremoli,44.3751,9.8789,13.79,96,0,1.95,IT,1730316264
320,luderitz,-26.6481,15.1594,18.59,66,0,5.82,NA,1730316265
321,kuanda,56.3161,116.0806,-5.49,96,100,0.77,RU,1730316266
322,conceicao da barra,-18.5933,-39.7322,22.39,88,100,0.81,BR,1730316267
323,kyshtovka,56.555,76.6271,-0.9,90,100,2.49,RU,1730316268
324,georgetown,5.4112,100.3354,26.96,87,20,2.06,MY,1730316017
325,lazaro cardenas,17.9583,-102.2,29.79,66,9,3.16,MX,1730316106
326,boa vista,2.8197,-60.6733,34.99,38,40,2.57,BR,1730316107
327,maceio,-9.6658,-35.7353,28.69,57,0,7.2,BR,1730316106
328,puerto baquerizo moreno,-0.9,-89.6,23.55,73,100,4.12,EC,1730316275
329,hakui,36.8833,136.7833,12.35,86,100,2.02,JP,1730316276
330,tinongan,10.215,123.0353,23.78,88,100,0.78,PH,1730316277
331,pandan,14.0453,124.1694,27.31,83,100,7.01,PH,1730316278
332,anatoli,39.6389,20.8653,11.86,87,20,1.03,GR,1730316279
333,bozdar wada,27.1828,68.636,29.46,19,0,1.75,PK,1730316281
334,al 'amarah,31.8406,47.1396,22.81,14,100,1.54,IQ,1730316282
335,oliver,49.1831,-119.5524,8.95,61,100,3.09,CA,1730316283
336,praia,14.9215,-23.5087,26.3,41,75,5.66,CV,1730316091
337,mili,6.0815,171.735,27.9,74,38,2.09,MH,1730316286
338,qandala,11.472,49.8728,27.76,56,0,1.96,SO,1730316288
339,amga,60.8953,131.9608,-23.99,100,99,0.58,RU,1730316289
340,whistler,50.1164,-122.9695,4.57,87,100,0.0,CA,1730316290
341,hemsby,52.6971,1.6918,12.8,95,48,0.79,GB,1730316291
342,kapuskasing,49.4169,-82.4331,8.05,100,100,7.2,CA,1730316181
343,baihe,22.15,107.2333,20.81,76,4,0.48,CN,1730316293
344,karema,-6.8205,30.4389,25.16,74,92,3.71,TZ,1730316294
345,majuro,7.0897,171.3803,26.98,89,75,0.0,MH,1730316295
346,masuguru,-11.3667,38.4167,28.3,59,87,4.53,TZ,1730316297
347,musanze,-1.4998,29.635,15.4,92,49,0.36,RW,1730316298
348,awjilah,29.1081,21.2869,20.95,45,0,3.43,LY,1730316299
349,nemuro,43.3236,145.575,9.03,75,100,4.03,JP,1730316100
350,bernay,49.1667,0.6667,10.07,93,0,3.09,FR,1730316301
351,nueva gerona,21.8833,-82.8,29.48,62,92,5.8,CU,1730316301
352,laguna,38.421,-121.4238,18.99,43,0,3.09,US,1730316184
353,karachev,53.1229,34.9852,8.86,85,100,7.52,RU,1730316304
354,vilyuysk,63.7553,121.6247,-26.49,100,61,0.4,RU,1730316305
355,gao,16.6362,1.637,30.75,12,61,4.88,ML,1730316307
356,rudarpur,26.4394,83.6144,25.96,52,1,0.16,IN,1730316308
357,crane,31.3974,-102.3501,29.5,20,6,8.45,US,1730316309
358,arica,-18.475,-70.3042,20.13,64,0,6.17,CL,1730316109
359,dunedin,-45.8742,170.5036,12.11,89,100,2.21,NZ,1730316311
360,constitucion,-35.3333,-72.4167,16.95,67,92,4.94,CL,1730316312
361,lompoc,34.6391,-120.4579,21.19,51,0,3.09,US,1730316314
362,pingliang,35.5392,106.6861,9.67,95,100,1.0,CN,1730316315
363,changji,44.0167,87.3167,5.44,87,0,1.0,CN,1730316050
364,turpan,42.9333,89.1667,11.62,46,0,1.16,CN,1730316318
365,rabo de peixe,37.8,-25.5833,18.73,99,20,2.06,PT,1730316320
366,dvubratskiy,45.2389,39.805,11.49,81,94,0.75,RU,1730316321
367,fort bragg,35.139,-79.006,28.84,51,75,3.6,US,1730316322
368,mahibadhoo,3.7833,72.9667,27.93,77,53,3.19,MV,1730316323
369,bamboo flat,11.7,92.7167,26.05,25,20,1.03,IN,1730316324
370,balkh,36.75,67.0,13.23,50,0,0.96,AF,1730316325
371,escanaba,45.7453,-87.0646,16.98,82,100,5.14,US,1730316326
372,namtsy,62.7161,129.6658,-24.27,98,24,1.45,RU,1730316327
373,qamdo,31.1667,97.2333,2.2,62,11,2.09,CN,1730316329
374,paramaribo,5.8667,-55.1667,30.02,65,50,4.03,SR,1730316330
375,kurumkan,54.3,110.3,-3.15,88,19,2.43,RU,1730316331
376,galesong,-5.3166,119.3661,27.2,77,83,3.06,ID,1730316332
377,tidjikja,18.5564,-11.4271,32.0,23,100,3.35,MR,1730316192
378,salem,11.65,78.1667,24.67,81,33,0.84,IN,1730316334
379,kirovsk,48.6375,38.6428,6.2,53,100,2.16,UA,1730316335
380,krasnyy chikoy,50.3643,108.7512,-1.21,93,96,1.25,RU,1730316336
381,calca,-13.3333,-71.95,15.64,62,100,3.56,PE,1730316193
382,vila franca do campo,37.7167,-25.4333,19.23,99,59,3.09,PT,1730316339
383,labytnangi,66.6572,66.4183,-11.65,97,66,1.0,RU,1730316340
384,tobruk,32.0836,23.9764,21.64,64,0,3.62,LY,1730316341
385,trincomalee,8.5711,81.2335,28.01,74,100,1.5,LK,1730316342
386,cockburn town,21.4612,-71.1419,27.99,66,87,9.81,TC,1730316343
387,christchurch,-43.5333,172.6333,12.4,88,52,1.03,NZ,1730316344
388,ghat,24.9647,10.1728,25.72,23,0,2.46,LY,1730316346
389,palikir - national government center,6.9248,158.1611,24.41,100,100,1.54,FM,1730316347
390,kristiansund,63.1115,7.732,8.4,66,75,7.2,NO,1730316348
391,leh,34.1667,77.5833,1.18,38,0,2.47,IN,1730316349
392,san andres,12.5847,-81.7006,29.01,74,20,3.09,CO,1730316180
393,vila velha,-20.3297,-40.2925,23.3,90,100,4.92,BR,1730316351
394,medina,24.4686,39.6142,26.24,44,0,1.03,SA,1730316239
395,sabi,13.2333,-14.2,29.83,55,83,2.2,GM,1730316353
396,rio grande,-32.035,-52.0986,21.97,75,0,7.33,BR,1730316355
397,alesund,62.4723,6.1549,10.42,76,75,5.66,NO,1730316356
398,kapustin yar,48.5831,45.7372,7.08,64,100,1.88,RU,1730316358
399,usinsk,65.9939,57.5281,-0.23,88,100,8.56,RU,1730316204
400,male,4.1748,73.5089,28.97,84,40,3.6,MV,1730316360
401,north platte,41.1239,-100.7654,7.92,83,100,7.15,US,1730316361
402,vom,9.7333,8.7833,20.63,38,81,2.82,NG,1730316363
403,borkum,53.5809,6.6915,13.35,80,86,2.95,DE,1730316364
404,ust'-kulom,61.6864,53.6902,3.13,89,100,4.5,RU,1730316365
405,yinchuan,38.4681,106.2731,12.71,73,100,1.54,CN,1730316366
406,hotan,37.0997,79.9269,11.98,27,1,2.2,CN,1730316367
407,joshimath,30.5667,79.5667,10.27,51,0,2.96,IN,1730316368
408,arteche,12.2645,125.4048,25.78,85,100,1.55,PH,1730316369
409,chui,-33.6971,-53.4616,23.51,62,4,5.29,UY,1730316370
410,belize city,17.4995,-88.1976,28.9,82,40,2.57,BZ,1730316372
411,shengli,37.4564,118.4856,15.39,70,100,1.89,CN,1730316373
412,kijang,35.2442,129.2139,11.85,70,100,3.97,KR,1730316374
413,oranjemund,-28.55,16.4333,16.82,75,0,6.37,NA,1730316375
414,sisimiut,66.9395,-53.6735,-8.41,65,95,7.79,GL,1730316356
415,markovo,57.3206,107.0881,-0.27,90,100,3.61,RU,1730316377
416,qui nhon,13.7667,109.2333,24.19,87,82,2.26,VN,1730316379
417,taltal,-25.4,-70.4833,19.09,74,37,4.46,CL,1730316381
418,kashmor,28.4333,69.5833,30.24,21,0,3.42,PK,1730316382
419,coquimbo,-29.9533,-71.3436,17.21,66,75,5.66,CL,1730316099
420,sunne,59.8376,13.143,5.34,77,98,1.34,SE,1730316384
421,trinity beach,-16.7888,145.6968,20.94,83,8,4.12,AU,1730316385
422,reusel,51.3625,5.1649,13.17,97,100,1.03,NL,1730316386
423,conde,-7.2597,-34.9075,27.7,61,40,5.66,BR,1730316388
424,perros-guirec,48.8145,-3.4396,13.27,88,100,2.06,FR,1730316384
425,newman,37.3138,-121.0208,20.03,44,5,1.79,US,1730316391
426,ciudad lazaro cardenas,17.9583,-102.2,29.79,66,9,3.16,MX,1730316106
427,fortuna,40.5982,-124.1573,16.31,68,100,8.75,US,1730316393
428,belyy yar,53.6039,91.3903,0.94,75,0,4.0,RU,1730316394
429,port hedland,-20.3167,118.5667,28.03,57,85,0.51,AU,1730316396
430,ahfir,34.9537,-2.1003,18.34,38,8,2.41,MA,1730316397
431,kingscliff,-28.2667,153.5667,20.89,88,75,3.6,AU,1730316398
432,port saint john's,-31.6229,29.5448,18.53,78,8,6.53,ZA,1730316399
433,embi,48.8264,58.1442,3.84,65,99,3.39,KZ,1730316400
434,wangjing,24.6,94.0333,17.2,95,54,0.2,IN,1730316401
435,port blair,11.6667,92.75,26.02,25,20,1.03,IN,1730316402
436,poronaysk,49.2167,143.1167,2.22,76,5,3.57,RU,1730316403
437,tulun,54.5611,100.5792,0.08,97,100,1.41,RU,1730316405
438,nova vicosa,-17.8919,-39.3719,22.17,91,100,0.47,BR,1730316406
439,mizan teferi,6.9833,35.5833,16.81,95,87,1.16,ET,1730316407
440,al qaryatayn,34.2296,37.2407,15.0,52,1,0.94,SY,1730316408
441,tafuna,-14.3358,-170.72,27.97,83,75,6.17,AS,1730316409
442,arkhangel'sk,64.5401,40.5433,1.06,100,100,1.0,RU,1730316410
443,saint-louis du nord,19.9333,-72.7167,28.27,76,96,10.71,HT,1730316411
444,vertientes,21.2594,-78.1464,30.39,58,99,7.68,CU,1730316413
445,adrar,20.5022,-10.0711,30.39,20,65,3.89,MR,1730316414
446,sarmiento,-45.5882,-69.07,24.3,20,100,2.32,AR,1730316415
447,antsiranana,-12.2787,49.2917,24.54,80,45,8.24,MG,1730316416
448,nova bana,48.4231,18.6404,11.39,91,11,1.78,SK,1730316417
449,okondja,-0.6549,13.6753,22.77,97,100,0.68,GA,1730316418
450,ugoofaaru,5.6667,73.0,27.74,78,46,2.4,MV,1730316419
451,alapayevsk,57.8516,61.6963,0.75,82,99,2.75,RU,1730316420
452,san agustin,20.5333,-103.4667,26.62,21,0,0.0,MX,1730316422
453,paramonga,-10.6667,-77.8333,19.98,73,36,4.73,PE,1730316423
454,port said,31.2565,32.2841,22.99,56,0,3.6,EG,1730316424
455,north bend,43.4065,-124.2243,10.7,93,100,3.09,US,1730316425
456,dudinka,69.4058,86.1778,-11.86,96,100,3.58,RU,1730316426
457,rongelap,11.1635,166.8941,28.47,78,100,6.58,MH,1730316427
458,baie-comeau,49.2168,-68.1489,5.82,100,100,2.57,CA,1730316166
459,ankang,32.68,109.0172,15.88,59,80,0.93,CN,1730316429
460,erzincan,39.75,39.5,2.61,75,0,0.0,TR,1730316431
461,prince george,53.9166,-122.753,1.69,86,100,3.09,CA,1730316432
462,klyuchi,52.2667,79.1667,0.8,74,19,4.09,RU,1730316433
463,kayangel,8.0823,134.7173,28.6,76,13,4.44,PW,1730316434
464,vanimo,-2.6741,141.3028,26.22,89,87,0.79,PG,1730316435
465,campos novos,-27.4017,-51.225,28.33,29,34,1.41,BR,1730316436
466,padang,-0.9492,100.3543,25.03,89,100,2.14,ID,1730316437
467,tralee,52.2704,-9.7026,13.67,92,98,0.96,IE,1730316438
468,umba,66.6871,34.3429,-0.21,87,80,5.87,RU,1730316440
469,udachny,66.4167,112.4,-26.26,100,95,1.51,RU,1730316441
470,remire-montjoly,4.9167,-52.2667,32.02,58,20,5.66,GF,1730316442
471,colonia,50.9333,6.95,13.86,83,100,1.54,DE,1730316152
472,kamaishi,39.2667,141.8833,9.29,82,0,3.15,JP,1730316444
473,ensenada,31.8667,-116.6167,20.53,100,0,3.38,MX,1730316445
474,ayr,55.4627,-4.6339,12.5,100,100,4.63,GB,1730316446
475,zhezqazghan,47.7833,67.7667,3.13,93,100,2.0,KZ,1730316447
476,pisco,-13.7,-76.2167,20.01,77,0,5.14,PE,1730316449
477,aripuana,-9.1667,-60.6333,36.75,31,87,1.3,BR,1730316450
478,pacific grove,36.6177,-121.9166,17.45,75,0,3.09,US,1730316451
479,tinogasta,-28.0632,-67.5649,32.89,20,1,4.8,AR,1730316452
480,cooper's town,26.8667,-77.5167,25.21,73,0,11.41,BS,1730316453
481,swakopmund,-22.6833,14.5333,14.99,85,60,2.24,NA,1730316454
482,la plata,-34.9215,-57.9545,29.57,33,82,4.66,AR,1730316455
483,east ballina,-28.8667,153.5833,17.37,92,26,2.24,AU,1730316457
484,lucapa,-8.4192,20.7447,18.45,97,100,3.36,AO,1730316458
485,ambon,-3.6954,128.1814,30.13,100,22,0.8,ID,1730316459
486,sheridan,44.8333,-106.9173,7.21,74,20,4.63,US,1730316460
487,necochea,-38.5473,-58.7368,33.61,25,11,2.79,AR,1730316412
488,homer,59.6425,-151.5483,1.13,71,0,1.54,US,1730316212
489,kita,13.0349,-9.4895,28.17,37,98,1.63,ML,1730316463
490,rabigh,22.7986,39.0349,29.2,60,0,0.79,SA,1730316464
491,belomorsk,64.5232,34.7668,1.68,86,100,3.89,RU,1730316466
492,vallo della lucania,40.2297,15.2658,16.28,77,0,1.61,IT,1730316467
493,sao felipe,-14.8167,-41.3833,31.53,37,88,3.76,BR,1730316468
494,surubim,-7.8331,-35.7547,30.35,36,72,8.26,BR,1730316469
495,barabinsk,55.3571,78.357,-0.86,88,100,2.83,RU,1730316470
496,hobyo,5.3505,48.5268,26.73,82,0,4.84,SO,1730316471
497,tulum,20.2167,-87.4667,25.12,95,100,2.97,MX,1730316472
498,quepos,9.4236,-84.1652,27.76,79,100,1.94,CR,1730316474
499,saudarkrokur,65.7461,-19.6394,1.9,95,100,5.94,IS,1730316475
500,meulaboh,4.1363,96.1285,24.85,88,100,1.65,ID,1730316476
501,kizner,56.2749,51.508,2.88,97,100,3.98,RU,1730316477
502,alo,6.5486,4.2686,25.93,90,88,2.84,NG,1730316478
503,labrador city,52.9463,-66.9114,0.1,89,100,29.95,CA,1730316479
504,cromer,52.9312,1.2989,12.0,93,97,2.68,GB,1730316480
505,fort-shevchenko,44.5086,50.263,12.31,81,0,3.32,KZ,1730316481
506,houma,29.5958,-90.7195,28.9,69,75,6.69,US,1730316361
507,moussoro,13.6408,16.4901,28.78,12,0,4.45,TD,1730316484
508,songyuan,45.1171,124.8568,6.22,73,17,4.39,CN,1730316485
509,zima,53.9202,102.0442,-0.65,95,100,1.61,RU,1730316486
510,bodo,67.28,14.405,3.21,88,75,13.38,NO,1730316487
511,katsuura,35.1333,140.3,15.4,67,39,6.42,JP,1730316231
512,fada n'gourma,12.0622,0.3578,30.4,28,100,3.03,BF,1730316489
513,plymouth,41.8334,-70.8328,21.1,74,0,3.6,US,1730316491
514,hasaki,35.7333,140.8333,17.44,57,2,6.64,JP,1730316492
515,cannonvale,-20.2833,148.7,21.66,76,13,1.75,AU,1730316493
516,tulagi,-9.0996,160.1476,27.66,77,9,3.99,SB,1730316494
517,siwa oasis,29.2041,25.5195,21.34,37,0,4.15,EG,1730316495
518,moyale,3.5167,39.0584,24.08,41,25,2.06,KE,1730316496
519,dalnegorsk,44.5604,135.5701,1.25,93,12,1.93,RU,1730316497
520,honggang,46.4667,124.8667,4.93,71,86,4.17,CN,1730316499
521,takoradi,4.8845,-1.7554,26.2,83,37,2.82,GH,1730316500
522,vorgashor,67.5833,63.95,-4.21,94,53,3.45,RU,1730316501
523,forest,37.3638,-79.2897,24.72,64,7,3.77,US,1730316502
524,greymouth,-42.4667,171.2,11.88,91,100,1.81,NZ,1730316503
525,navan,53.6528,-6.6814,10.93,96,3,2.17,IE,1730316504
526,karratha,-20.7377,116.8463,28.6,36,0,3.64,AU,1730316505
527,wanlaweyn,2.6185,44.8938,25.86,76,31,5.42,SO,1730316508
528,eduardo castex,-35.915,-64.2945,34.41,20,97,9.7,AR,1730316509
529,turkmenbasy,40.0222,52.9552,10.43,81,0,2.06,TM,1730316510
530,tete,-16.1564,33.5867,32.05,43,75,1.54,MZ,1730316511
531,plattsburgh,44.6995,-73.4529,20.16,68,0,6.17,US,1730316512
532,watertown,42.3709,-71.1828,22.34,65,0,3.6,US,1730316232
533,nishinoomote,30.7333,131.0,23.96,70,100,10.08,JP,1730316514
534,kolonia town,6.964,158.206,25.0,100,100,1.54,FM,1730316516
535,taungoo,18.9333,96.4333,22.82,96,11,0.76,MM,1730316517
536,namsos,64.4662,11.4957,4.95,70,40,5.14,NO,1730316518
537,al ain city,24.1917,55.7606,24.79,57,0,2.06,AE,1730316519
538,valley city,46.9233,-98.0032,8.29,57,40,7.2,US,1730316520
539,casablanca,33.5928,-7.6192,19.19,82,40,3.09,MA,1730316362
540,laminusa,5.5549,120.9136,28.08,76,100,1.12,PH,1730316522
541,nantucket,41.2835,-70.0995,16.06,88,40,4.12,US,1730316319
542,sur,22.5667,59.5289,28.94,58,0,2.26,OM,1730316525
543,bandarbeyla,9.4942,50.8122,25.91,69,0,4.51,SO,1730316526
544,wick,58.4333,-3.0833,10.03,81,20,2.06,GB,1730316527
545,tyukalinsk,55.8732,72.1967,-1.21,79,67,2.61,RU,1730316528
546,tamanrasset,22.785,5.5228,22.95,20,0,4.12,DZ,1730316529
547,richards bay,-28.783,32.0377,20.33,76,5,5.69,ZA,1730316530
548,sinabang,2.4803,96.3801,26.18,84,92,1.68,ID,1730316531
549,candido de abreu,-24.5669,-51.3333,26.03,50,100,1.81,BR,1730316333
550,pahrump,36.2083,-115.9839,14.58,24,100,0.89,US,1730316534
551,caleta de carquin,-11.0925,-77.6267,20.42,70,32,5.09,PE,1730316535
552,malango,-2.9627,119.9001,18.07,95,100,1.3,ID,1730316536
553,montepuez,-13.1256,38.9997,24.48,70,100,5.11,MZ,1730316537
554,caibarien,22.5206,-79.4669,27.55,78,21,9.48,CU,1730316539
555,prakhon chai,14.6059,103.1208,21.97,94,99,2.63,TH,1730316540
556,xining,36.6167,101.7667,3.68,99,100,1.01,CN,1730316541
557,payyannur,12.1,75.2,24.26,90,10,2.11,IN,1730316542
558,berdigestyakh,62.0989,126.6992,-26.72,100,70,0.33,RU,1730316543
559,rocky mountain house,52.3668,-114.9188,4.06,70,15,0.51,CA,1730316544
